Category,Sheet,MedicationName,Question,CorrectAnswer,Option_1,Option_2,Option_3,Option_4,Option_5
Comprimés,Comprimés,Pylera,"Le médicament ""Pylera"", composé de ""Bismuth subcitrate potassique | Métronidazole | Tétracycline chlorhydrate"", est indiqué pour?",Pour éradiquer Helicobacter pylori lors d'infections gastriques,Pour faciliter la respiration,"Traitement des infections bactériennes, en particulier celles dues aux staphylocoques.",Pour éradiquer Helicobacter pylori lors d'infections gastriques,Métabolisme et Énergie: Aide à dynamiser l'organisme,Confort intestinal
Comprimés,Comprimés,Biprol,"Le médicament ""Biprol"", composé de ""Bisoprolol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour prévenir ou traiter la carence en fer et soutenir l'énergie,Eczéma | Psoriasis | Démangeaisons | Allergies cutanées | Piqûres d'insectes.,Pour baisser la tension artérielle et protéger le cœur,Pour contrôler le taux de sucre dans le sang,Dermatomycoses (infections fongiques de la peau)
Comprimés,Comprimés,Bisopral,"Le médicament ""Bisopral"", composé de ""Bisoprolol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Gel de massage effet froid. Soulage et apaise muscles et articulations.,Favorise l'élimination des gaz et facilite le transit intestinal,"Résorption des bleus, bosses et contusions | Reduit la douleur",Pour baisser la tension artérielle et protéger le cœur,Pour réduire les inflammations et apaiser les irritations
Comprimés,Comprimés,Cardensiel,"Le médicament ""Cardensiel"", composé de ""Bisoprolol fumarate"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,"Dents, toxoplasmose","Équilibre intestinal (diarrhée, gaz).",Pour baisser la tension artérielle et protéger le cœur,"Amélioration de la visibilité des organes lors d'examens d'imagerie (scanner, IRM, etc.).","Urinaire, poumons"
Comprimés,Comprimés,Lodoz,"Le médicament ""Lodoz"", composé de ""Bisoprolol fumarate | Hydrochlorothiazide"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour baisser la tension artérielle et protéger le cœur,Troubles de la circulation veineuse et dans la crise hémorroïdaire,Pour aider le cœur à mieux fonctionner,"Soulagement de la douleur et réduction de l'inflammation, notamment en cas d'arthrite.",Pour réduire l'inflammation
Comprimés,Comprimés,Calcibronat,"Le médicament ""Calcibronat"", composé de ""Bromo-galactogluconate de calcium"", est indiqué pour?",Pour renforcer les os et les dents,Infections fongiques de la peau.,Toux (Compliment Alimentaire),Pour renforcer les os et les dents,Pour prévenir les caillots et protéger le cœur,Pour soutenir le métabolisme et l'énergie
Comprimés,Comprimés,Pino,"Le médicament ""Pino"", composé de ""Bromure de pinavérlum"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour traiter la diarrhée,Pour soutenir la santé des os et des articulations,Diarrhée aiguë (adultes et enfants).,Pour soulager les spasmes digestifs,"Pour améliorer la circulation dans les jambes (varices, jambes lourdes)"
Comprimés,Comprimés,Spasmopan,"Le médicament ""Spasmopan"", composé de ""Bromure N. Butyl hyoscine"", est indiqué pour?",Pour soulager les spasmes digestifs,"Rétablir la flore intestinale (ex. après antibiotiques, diarrhée, ballonnements).",Douleurs et inflammations (luxations),"Pommade antiseptique, appoint des affections de la peau, infectées ou risquant de s'infecter.","Crème de soin pour bébé, pour une peau régénérée et apaisée.",Pour soulager les spasmes digestifs
Comprimés,Comprimés,Dostinex,"Le médicament ""Dostinex"", composé de ""Cabergoline"", est indiqué pour?",Pour traiter un taux élevé de prolactine,Anemie,"Douleurs et inflammations (lombalgie, traumatismes)",Pour soulager les brûlures d'estomac,Gorge (angine),Pour traiter un taux élevé de prolactine
Comprimés,Comprimés,Cacit,"Le médicament ""Cacit"", composé de ""Calcium"", est indiqué pour?",Pour renforcer les os et les dents,"Region anale: Facilite la circulation sanguine superficielle, soulage inflammation, douleur, demangeaisons.","Acné de sévérité moyenne, particulièrement indiqué dans l’acné rétentionnelle.","Mycoses à dermatophytes des cheveux, des ongles et de la peau.",Pour renforcer les os et les dents,Herpes
Comprimés,Comprimés,Calcimat,"Le médicament ""Calcimat"", composé de ""Calcium"", est indiqué pour?",Pour renforcer les os et les dents,Pour renforcer les os et les dents,Prévention des caillots sanguins (prescription médicale requise).,Antidouleur | Antioxydant,Gel oral pour anesthesie de contact.,Infections de la peau provoquées par une bactérie appartenant à la famille des staphylocoques ou des streptocoques.
Comprimés,Comprimés,Calcifix,"Le médicament ""Calcifix"", composé de ""Calcium"", est indiqué pour?",Pour renforcer les os et les dents,Pour renforcer les os et les dents,Pour traiter une thyroïde trop active (hyperthyroïdie),Mycoses de la peau (Affections cutanées dues a des champignons.),"Crème cicatrisante pour plaie et brûlures, hemorroides, fissures anales. Erythemes, coup de soleil, en post-radiotherapie, en post-epilation.","Traite les problèmes vaginaux d'origine bactérienne, Diminue les écoulements et odeurs désagréables, Agit immédiatement contre les démangeaisons et irritations, Optimise la flore vaginale"
Comprimés,Comprimés,Idéos,"Le médicament ""Idéos"", composé de ""Calcium | Cholécalcuférol"", est indiqué pour?",Pour renforcer les os,"10%: Acné vulgaire | 2,5% et 5% seront préférentiellement utilisés dans les cas de peau fragile.",Pour aider à contrôler l'asthme et les allergies,Pour traiter certains cancers et maladies auto-immunes,Pour renforcer les os,"Poumons, gorge"
Comprimés,Comprimés,Hytacand,"Le médicament ""Hytacand"", composé de ""Candesartan cilexeil | Hydrochlorothiazide"", est indiqué pour?",Pour baisser la tension artérielle,"Antibiotique, Infections de la peau dues à staphylocoque et streptocoque",Pour soulager la douleur et les spasmes musculaires,Renforcement osseux ou carence en calcium/vitamine D.,Pour baisser la tension artérielle,"Mycoses, infections fongiques"
Comprimés,Comprimés,Atacand,"Le médicament ""Atacand"", composé de ""Candésartan cilexetil"", est indiqué pour?",Pour baisser la tension artérielle,"Virus (herpès, zona)","Anti inflammatoire, antalgique (Traumatismes bénins comme les entorses et les contusions, soulager les douleurs musculaires et tendino-ligamentaires, et pour les poussées douloureuses de l'arthrose)",Pour baisser la tension artérielle,Pour éradiquer Helicobacter pylori lors d'infections gastriques,"Soulage le système gastro-intestinal en cas de Flatulences, Ballonnements, Inconfort."
Comprimés,Comprimés,Convertal,"Le médicament ""Convertal"", composé de ""Captopril"", est indiqué pour?",Pour baisser la tension artérielle,Pour baisser la tension artérielle,"Résorption des bleus, bosses et contusions | Reduit la douleur","Hémorroïdes (douleur, inflammation)",Diverses affections cutanées et des démangeaisons.,Gel de massage effet froid. Soulage et apaise muscles et articulations.
Comprimés,Comprimés,Dimazol,"Le médicament ""Dimazol"", composé de ""Carbimazole"", est indiqué pour?",Pour traiter une thyroïde trop active (hyperthyroïdie),Pour traiter une thyroïde trop active (hyperthyroïdie),Crème de massage apaisante et calmante,Pour traiter ou prévenir les infections vaginales,Aide digestif naturel,"Fièvre, douleurs courantes (grippe, douleurs musculaires)"
Comprimés,Comprimés,Cardinor,"Le médicament ""Cardinor"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Traitement des carences en fer et de l'anémie.,Diarrhée légère ou irritation intestinale.,"Soutien hormonal (fertilité, syndrome des ovaires polykystiques).",Pour baisser la tension artérielle et protéger le cœur,Douleurs et inflammations (luxations)
Comprimés,Comprimés,Cardix,"Le médicament ""Cardix"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Calmer l’inflammation et les démangeaisons de la peau,Pour soutenir le système nerveux | Fatigue,Lutte contre les infections bactériennes graves.,Pour baisser la tension artérielle et protéger le cœur,Pour améliorer l'apport en énergie au cœur
Comprimés,Comprimés,Celeno,"Le médicament ""Celeno"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour baisser la tension artérielle et réduire le cholestérol,Pour baisser la tension artérielle et protéger le cœur,Constipation (facilite le transit),"Douleurs légères à modérées (maux de tête, courbatures) et fièvre (la caféine peut aider contre la fatigue).",Toux avec effet sedatif
Comprimés,Comprimés,Coronat,"Le médicament ""Coronat"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Gorge (Compliment Alimentaire),Hydratant vaginal,Pour baisser la tension artérielle et protéger le cœur,Infections de la peau provoquées par une bactérie appartenant à la famille des staphylocoques ou des streptocoques.,Crème de massage chauffante
Comprimés,Comprimés,Dilatrend,"Le médicament ""Dilatrend"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour aider à prévenir l'anémie et maintenir la santé thyroïdienne,Pour baisser la tension artérielle et protéger le cœur,"nfections fongiques de la vulve et du vagin causées par des champignons microscopiques, comme les mycoses vulvo-vaginales.",Pour prévenir les douleurs cardiaques (angine),Douleurs et inflammations (luxations)
Comprimés,Comprimés,Dilovac,"Le médicament ""Dilovac"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Anemie,Pour faciliter le transit intestinal,Pour baisser la tension artérielle et protéger le cœur,Réduction des saignements et aide à la coagulation.,"Crampes musculaires, stress, ou complément alimentaire."
Comprimés,Comprimés,Xedilol,"Le médicament ""Xedilol"", composé de ""Carvédilol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour baisser la tension artérielle et protéger le cœur,Douleurs inflammatoires aiguës (crises de goutte),Hémorroïdes,"Crème apaisante, reparatrice, hydrantante.",Gorge
Comprimés,Comprimés,Meiact,"Le médicament ""Meiact"", composé de ""Cefditoren pivoxil"", est indiqué pour?",Pour traiter les infections bactériennes,"Psoriasis, lupus, lichen, cicatrices épaisses.",Pour traiter les symptômes d'une vessie hyperactive,Réduction de l'acidité gastrique pour soulager les brûlures d'estomac et les ulcères.,"Brûlures d’estomac, reflux acide.",Pour traiter les infections bactériennes
Comprimés,Comprimés,Voxcib,"Le médicament ""Voxcib"", composé de ""Celecoxib"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Brûlures d’estomac chroniques (sur avis médical).,"Rhume (congestion nasale, fièvre, allergies).",Constipation occasionnelle (action locale rapide).,"Crème pour la cicatrisation des plaies, les brûlures, les blessures superficielles et les piqûres d'insectes.",Pour soulager la douleur et l'inflammation
Comprimés,Comprimés,Celephi,"Le médicament ""Celephi"", composé de ""Célécoxib"", est indiqué pour?",Pour soulager la douleur et l'inflammation,"Antalgique, effet apaisant (Crème pour massage)","Antibiotique, affections cutanées à germes sensibles.",Pour soulager la douleur et l'inflammation,"Lourdeur et pesanteur des jambes, sensation de chaleur des jambes, mauvaise circulation (Atténue les imperfections disgracieuses des petits vaisseaux apparents)","Aide à la digestion (ballonnements, lourdeurs)."
Comprimés,Comprimés,Celebrex,"Le médicament ""Celebrex"", composé de ""Célécoxib"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Renforcement osseux ou carence en calcium/vitamine D.,"Intestins (diarrhée, SIBO)",Pour soulager la douleur et l'inflammation,"Ballonnements, gaz intestinaux.",Pour améliorer l'énergie et la récupération musculaire
Comprimés,Comprimés,Isox,"Le médicament ""Isox"", composé de ""Célécoxib"", est indiqué pour?",Pour soulager la douleur et l'inflammation,"Soulage et apaise articulations, muscles et tendons.",Antiémétique,"Large spectre, sinus, poumons, peau",Constipation (facilite le transit),Pour soulager la douleur et l'inflammation
Comprimés,Comprimés,Airlix,"Le médicament ""Airlix"", composé de ""Cétirizine"", est indiqué pour?","Pour soulager les symptômes d'allergies (nez qui coule, démangeaisons)",Pour soulager les symptômes du rhume et de la grippe | Antihistaminique et antiallergique,Renforcement osseux ou carence en calcium/vitamine D.,"Pour soulager les symptômes d'allergies (nez qui coule, démangeaisons)","Acné de sévérité moyenne, particulièrement indiqué dans l’acné rétentionnelle.",Pour détendre les muscles et réduire les spasmes
Comprimés,Comprimés,Aler-Z,"Le médicament ""Aler-Z"", composé de ""Cétirizine"", est indiqué pour?","Pour soulager les symptômes d'allergies (nez qui coule, démangeaisons)","Pour soulager les symptômes d'allergies (nez qui coule, démangeaisons)","Douleurs légères, fièvre, ou prévention des caillots (sur avis médical).",Antiémétiques (vomissement),Peau,Brûlures d’estomac chroniques (sur avis médical).
